,Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
56143,57266,I am a student who is learning to code,Yes,,14,,,,Taiwan,,,,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,East Asian,Man,"Industry that I’d be working in;Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with",,I am not interested in new job opportunities,Go;HTML/CSS;JavaScript;R,Python,TensorFlow,Pandas,Gitlab;Microsoft Azure,Github;Slack,,,,,,Once a year,Yes,,No,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd;Research companies that have advertised on sites I visit;Research companies that have emailed me,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Play games;Visit Stack Overflow;Watch help / tutorial videos,Windows,,,Windows,,,Yes,"No, not really",A few times per month or weekly,A few times per week,Easy,Too long,No,,,Flask,Not applicable - I did not use Stack Overflow last year,,1,
56319,57442,I am a student who is learning to code,No,,,,,,Taiwan,,,,,,Some college/university study without earning a degree,Student,,,Family friendliness,,I am not interested in new job opportunities,HTML/CSS;Java;JavaScript;Kotlin;PHP,C,,,,"Github;Microsoft Azure;Google Suite (Docs, Meet, etc)",,,,,,Once a year,,,No,,Start a free trial,Annoyed,I have never visited any of these sites,Panic;Watch help / tutorial videos,Windows,,,Microsoft Azure;Windows,,Gay or Lesbian,,,,,Difficult,Too long,,"A humanities discipline (such as literature, history, philosophy, etc.)",,,,,,
56422,57545,I am a developer by profession,Yes,29.0,15,Yearly,1220000.0,40433.0,Taiwan,New Taiwan dollar,TWD,Cassandra;Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Microsoft SQL Server;MySQL;Oracle;Redis;SQLite,"Developer, back-end;Developer, front-end;Developer, full-stack;System administrator","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,East Asian,Man,Diversity of the company or organization;Flex time or a flexible schedule;How widely used or impactful my work output would be,Neither satisfied nor dissatisfied,I am actively looking for a job,Go;HTML/CSS;Java;JavaScript;Python;SQL,HTML/CSS;Java;JavaScript;Python;SQL,Ansible;Hadoop;Node.js;React Native,Ansible;React Native,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Trello,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Trello,Yes,Extremely important,Critically important,Curious about other opportunities;Better compensation;Wanting to work with new technologies;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Directly asking current or past employees at the company",Once a year,Not sure,No,No,Rarely: 1-2 days per year or less,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Linux-based,100 to 499 employees,AWS;Docker;Google Cloud Platform;Linux;MacOS;Windows,AWS;Google Cloud Platform;Linux;MacOS;Windows,I have little or no influence,Straight / Heterosexual,Yes,Neutral,A few times per month or weekly,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Django;React.js;Spring;Vue.js,Django;jQuery;React.js;Spring;Vue.js,Somewhat more welcome now than last year,40.0,11,4
56955,58081,I am a developer by profession,Yes,27.0,16,Yearly,1000000.0,33142.0,Taiwan,New Taiwan dollar,TWD,PostgreSQL;Redis,MariaDB;MongoDB;Redis,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,East Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Office environment or company culture;Opportunities for professional development",Very dissatisfied,I am actively looking for a job,Python,Java,,,Github;Slack;Trello,Github;Slack;Trello,No,Extremely important,Somewhat important,Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Trouble with my teammates;Trouble with my direct manager;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once every few years,Not sure,Onboarding? What onboarding?,No,Sometimes: 1-2 days per month but less than weekly,,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Panic,Linux-based,10 to 19 employees,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Slack Apps and Integrations,AWS;Linux;MacOS;Slack Apps and Integrations,I have little or no influence,Straight / Heterosexual,Yes,"No, not really",A few times per week,Daily or almost daily,Easy,Appropriate in length,No,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",Django;Vue.js,Spring,Just as welcome now as I felt last year,40.0,5,3
59252,60428,I am a developer by profession,Yes,23.0,5,Yearly,960000.0,31816.0,Taiwan,New Taiwan dollar,TWD,Redis,Cassandra;Elasticsearch;MongoDB;MySQL;Redis;SQLite,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,Man,Flex time or a flexible schedule;Remote work options;Office environment or company culture,Neither satisfied nor dissatisfied,I am actively looking for a job,Assembly;Haskell;Rust;Scala;TypeScript,Assembly;Bash/Shell/PowerShell;C;C++;Dart;Go;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Perl;Python;Rust;Scala;SQL;Swift;TypeScript,Apache Spark;Flutter;Torch/PyTorch;Unity 3D,Ansible;Apache Spark;Flutter;Hadoop;Keras;Node.js;React Native;TensorFlow;Torch/PyTorch;Unity 3D,"Github;Slack;Google Suite (Docs, Meet, etc)","Github;Slack;Google Suite (Docs, Meet, etc)",No,Not very important,Somewhat important,Better compensation;Trouble with my direct manager;Better work/life balance;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family",Every few months,Yes,No,Yes,Rarely: 1-2 days per year or less,,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,MacOS,10 to 19 employees,Arduino;Kubernetes;Linux;Raspberry Pi,Android;Arduino;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi,I have little or no influence,,Yes,"Yes, somewhat",Less than once per month or monthly,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,"Information systems, information technology, or system administration",React.js;Ruby on Rails;Spring,Angular;Django;Express;Flask;Gatsby;React.js;Ruby on Rails;Spring;Vue.js,Just as welcome now as I felt last year,40.0,5,2
59554,60734,I am a developer by profession,No,,,,,,Taiwan,,,,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,,,,,,,,,,,,,,Fairly important,,,,,,,,,,,,,,,,,,,,,,,,,"Computer science, computer engineering, or software engineering",,,,,,
60857,62085,I am a developer by profession,Yes,,18,,,,Taiwan,United States dollar,USD,,Cassandra;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,East Asian,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Haskell;Rust,Assembly;Bash/Shell/PowerShell;C;C++;Go;Java;JavaScript;PHP;Rust;SQL,,Ansible;Node.js;React Native;TensorFlow;Teraform,"Github;Gitlab;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Somewhat important,Just because;Having a bad day (or week or month) at work;Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Every few months,Not sure,Yes,Yes,Occasionally: 1-2 days per quarter but less than monthly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Research companies that have emailed me,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,Linux-based,20 to 99 employees,Arduino;Linux;Raspberry Pi,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Raspberry Pi,I have some influence,Straight / Heterosexual,Not sure/can't remember,"Yes, somewhat",,Multiple times per day,Easy,Too long,No,"Computer science, computer engineering, or software engineering",,Django;Flask;React.js;Vue.js,Just as welcome now as I felt last year,40.0,10,6
61838,63111,I am a student who is learning to code,Yes,25.0,16,,,,Taiwan,,,Elasticsearch;Firebase;MongoDB;MySQL;SQLite,MongoDB,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Student,East Asian,Man,Industry that I’d be working in;Office environment or company culture;Opportunities for professional development,,I am actively looking for a job,Assembly;Bash/Shell/PowerShell;C++;Java;JavaScript;PHP;Python;R;SQL,C;C++;Java;Python;Swift,Apache Spark;Hadoop;Node.js;Pandas;TensorFlow,Keras;Pandas;TensorFlow,"Github;Microsoft Azure;Google Suite (Docs, Meet, etc)","Github;Google Suite (Docs, Meet, etc)",,,,,,Every few months,Not sure,,Yes,,Start a free trial;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Watch help / tutorial videos;Visit another developer community (please name):,MacOS,,Android;Docker;Kubernetes;Linux;MacOS;Microsoft Azure,Android;iOS;Linux;MacOS;Raspberry Pi;Windows,,Bisexual,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,Daily or almost daily,Neither easy nor difficult,Too long,No,"Computer science, computer engineering, or software engineering",Angular.js;jQuery;Ruby on Rails,,Just as welcome now as I felt last year,,8,
62204,63508,I code primarily as a hobby,Yes,,,,,,Taiwan,,,Firebase;PostgreSQL,PostgreSQL;SQLite,,,"Not employed, but looking for work",,,,,,C++;HTML/CSS;JavaScript;Kotlin;SQL,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,,,,,,,,,,Every few months,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62205,63509,I am a developer by profession,Yes,,,,,,Taiwan,,,,,,,Employed full-time,,,,,,,,,,,,,,,,,,,,Yes,,,,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),,,,,,,,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,Multiple times per day,,,,,,,,,,
62222,63527,"I used to be a developer by profession, but no longer am",Yes,,,,,,Taiwan,,,,Microsoft SQL Server;MySQL;PostgreSQL,,,Employed full-time,,,,,,Go;Kotlin;Objective-C;Swift;TypeScript,C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL,React Native,Node.js;Unity 3D,Microsoft Azure,"Github;Slack;Google Suite (Docs, Meet, etc)",,,,,,Every few months,,,No,,Start a free trial;Ask developers I know/work with,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Panic;Watch help / tutorial videos;Do other work and come back later,Windows,,AWS;Docker;Google Cloud Platform;iOS;Microsoft Azure,Android;Arduino;Linux;MacOS;Raspberry Pi;Windows;WordPress,,,Yes,Neutral,Less than once per month or monthly,Daily or almost daily,,,,,Laravel;React.js;Vue.js,jQuery,,,,
62242,63547,I am a developer by profession,Yes,,16,,,,Taiwan,,,,,"Academic researcher;Developer, embedded applications or devices","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,,,,Slightly dissatisfied,,C;C++;Python,C;C#;C++,.NET,.NET,Gitlab,Github;Gitlab,,,Critically important,,,Once a year,Yes,,Yes,,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Meditate;Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Linux-based,"10,000 or more employees",Linux;Windows,Linux;Windows,I have a great deal of influence,,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,A few times per month or weekly,,,,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",,,Just as welcome now as I felt last year,,9,3
62270,63575,"I am not primarily a developer, but I write code sometimes as part of my work",No,,18,Monthly,34000.0,13524.0,Taiwan,New Taiwan dollar,TWD,,,"Developer, desktop or enterprise applications;Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,,,Slightly dissatisfied,,,,,,,,,,Fairly important,,,,,,,,,,,,,20 to 99 employees,,,,,,,,,,,,"Computer science, computer engineering, or software engineering",,,,,5,1
